AccSpeciesName,TraitName,ValueKindName,StdValue,UnitName
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Median,35.29,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Best estimate,25.63,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Mean,26.06,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Maximum,30.98,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Minimum,22.87,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Median,25.63,mm2 mg-1
Claytonia perfoliata,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Best estimate,41.51,mm2 mg-1
Claytonia perfoliata,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Mean,41.23,mm2 mg-1
Claytonia perfoliata,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Maximum,55.61,mm2 mg-1
Claytonia perfoliata,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Minimum,33.3,mm2 mg-1
Claytonia perfoliata,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Median,41.51,mm2 mg-1
Claytonia perfoliata,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Best estimate,27.84,mm2 mg-1
Claytonia perfoliata,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Mean,29.71,mm2 mg-1
Claytonia perfoliata,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Maximum,49.47,mm2 mg-1
Claytonia perfoliata,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Minimum,21.12,mm2 mg-1
Claytonia perfoliata,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Median,27.84,mm2 mg-1
Festuca arundinacea,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Best estimate,15.11850462,mm2 mg-1
Festuca arundinacea,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Mean,15.11850462,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Best estimate,8.837770655,mm2 mg-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Mean,8.837770655,mm2 mg-1
Phacelia tanacetifolia,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Best estimate,28.86,mm2 mg-1
Phacelia tanacetifolia,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Mean,29.31,mm2 mg-1
Phacelia tanacetifolia,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Maximum,34.74,mm2 mg-1
Phacelia tanacetifolia,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Minimum,26.31,mm2 mg-1
Phacelia tanacetifolia,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Median,28.86,mm2 mg-1
Stellaria media,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Best estimate,47,mm2 mg-1
Stellaria media,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Mean,47,mm2 mg-1
Festuca arundinacea,Seed dry mass,Single,2.4,mg
Festuca arundinacea,Seed dry mass,Single,1.6,mg
Festuca arundinacea,Seed dry mass,Single,3.05,mg
Festuca arundinacea,Seed dry mass,Single,2.4,mg
Festuca arundinacea,Seed dry mass,Single,1.6,mg
Gayophytum diffusum,Seed dry mass,Single,0.29,mg
Gayophytum diffusum,Seed dry mass,Single,0.29,mg
Gayophytum diffusum,Seed dry mass,Single,0.29,mg
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaflet, petiole included)",Site specific mean,433.33464,mm2
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Site specific mean,36.07500539,mm2 mg-1
Claytonia perfoliata,"Leaf area (in case of compound leaves: leaflet, petiole included)",Site specific mean,55.6464,mm2
Claytonia perfoliata,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Site specific mean,59.25923843,mm2 mg-1
Lolium perenne,"Leaf area (in case of compound leaves: leaflet, petiole included)",Site specific mean,482.44422,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Site specific mean,26.04370052,mm2 mg-1
Stellaria media,"Leaf area (in case of compound leaves: leaflet, petiole included)",Site specific mean,94.56354,mm2
Stellaria media,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Site specific mean,31.34064833,mm2 mg-1
Festuca arundinacea,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,664.2625,mm2
Festuca arundinacea,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,20.2896678,mm2 mg-1
Festuca arundinacea,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.240619954,g g-1
Festuca arundinacea,Leaf nitrogen (N) content per leaf dry mass,Single,25.33333333,mg/g
Gayophytum diffusum,Seed dry mass,Single,0.29,mg
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,385.2,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,25.88555691,mm2 mg-1
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.186372969,g g-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,29.16666667,mg/g
Gayophytum diffusum,Seed dry mass,Single,0.29,mg
Festuca arundinacea,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,1193.055556,mm2
Festuca arundinacea,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,16.10570031,mm2 mg-1
Festuca arundinacea,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.240658599,g g-1
Festuca arundinacea,Leaf nitrogen (N) content per leaf dry mass,Single,28.16666667,mg/g
Gayophytum diffusum,Seed dry mass,Single,0.29,mg
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,320.35,mm2
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,27.42834233,mm2 mg-1
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.189169642,g g-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,33.16666667,mg/g
Hosackia crassifolia,Seed dry mass,Single,5.881,mg
Hosackia crassifolia,Seed dry mass,Single,5.88,mg
Hosackia crassifolia,Seed dry mass,Single,9.845620668,mg
Hosackia crassifolia,Seed dry mass,Single,5.88,mg
Hosackia crassifolia,Seed dry mass,Single,7.26,mg
Hosackia crassifolia,Seed dry mass,Single,11.73,mg
Hosackia crassifolia,Seed dry mass,Single,5.88,mg
Hosackia crassifolia,Seed dry mass,Single,7.26,mg
Hosackia crassifolia,Seed dry mass,Single,11.73,mg
Hosackia crassifolia,Seed dry mass,Single,5.88,mg
Hosackia crassifolia,Seed dry mass,Single,7.26,mg
Hosackia crassifolia,Seed dry mass,Single,11.73,mg
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Single,33.24574347,mm2 mg-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,36.28016338,mg/g
Lolium perenne,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,585.79,mm2
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Species mean,21,mg/g
Hosackia crassifolia,Seed dry mass,Single,5.88,mg
Hosackia crassifolia,Seed dry mass,Single,7.26,mg
Hosackia crassifolia,Seed dry mass,Single,11.73,mg
Hosackia crassifolia,Seed dry mass,Single,5.88,mg
Hosackia crassifolia,Seed dry mass,Single,7.26,mg
Hosackia crassifolia,Seed dry mass,Single,11.73,mg
Hosackia crassifolia,Seed dry mass,Single,5.88,mg
Hosackia crassifolia,Seed dry mass,Single,7.26,mg
Hosackia crassifolia,Seed dry mass,Single,11.73,mg
Linanthus parviflorus,Seed dry mass,Single,0.225,mg
Linanthus parviflorus,Seed dry mass,Single,0.261,mg
Linanthus parviflorus,Seed dry mass,Single,0.26,mg
Linanthus parviflorus,Seed dry mass,Single,0.26,mg
Linanthus parviflorus,Seed dry mass,Single,0.26,mg
Linanthus parviflorus,Seed dry mass,Single,0.26,mg
Linanthus parviflorus,Seed dry mass,Single,0.26,mg
Lolium perenne,Seed dry mass,Single,2,mg
Lolium perenne,Seed dry mass,Single,1.52,mg
Lolium perenne,Seed dry mass,Single,1.92,mg
Lolium perenne,Seed dry mass,Single,2.36,mg
Lolium perenne,Seed dry mass,Single,1.32,mg
Lolium perenne,Seed dry mass,Single,1.55,mg
Lolium perenne,Seed dry mass,Single,1.57,mg
Lolium perenne,Seed dry mass,Single,1.53,mg
Lolium perenne,Seed dry mass,Single,1.57,mg
Lolium perenne,Seed dry mass,Single,1.61,mg
Lolium perenne,Seed dry mass,Single,1.74,mg
Lolium perenne,Seed dry mass,Single,3.39,mg
Lolium perenne,Seed dry mass,Single,1.57,mg
Lolium perenne,Seed dry mass,Single,2.08,mg
Lolium perenne,Seed dry mass,Single,1.49,mg
Lolium perenne,Seed dry mass,Single,1.6,mg
Lolium perenne,Seed dry mass,Single,3.35,mg
Lolium perenne,Seed dry mass,Single,3.86,mg
Lolium perenne,Seed dry mass,Single,3.24,mg
Lolium perenne,Seed dry mass,Single,1.77,mg
Lolium perenne,Seed dry mass,Single,1.79,mg
Lolium perenne,Seed dry mass,Single,2.35,mg
Lolium perenne,Seed dry mass,Single,1.86,mg
Lolium perenne,Seed dry mass,Single,1.99,mg
Lolium perenne,Seed dry mass,Single,1.81,mg
Lolium perenne,Seed dry mass,Single,1.998,mg
Lolium perenne,Seed dry mass,Single,2,mg
Lolium perenne,Seed dry mass,Single,1.95,mg
Lolium perenne,Seed dry mass,Single,1.48,mg
Lolium perenne,Seed dry mass,Single,1.4,mg
Lolium perenne,Seed dry mass,Single,1.78,mg
Lolium perenne,Seed dry mass,Single,1.79,mg
Lolium perenne,Seed dry mass,Mean,2.17,mg
Lolium perenne,Seed dry mass,Best estimate,1.79,mg
Lolium perenne,Seed dry mass,Best estimate,1.79,mg
Lolium perenne,Seed dry mass,Best estimate,2.17,mg
Lolium perenne,Seed dry mass,Best estimate,2.17,mg
Lolium perenne,Seed dry mass,Best estimate,1.808,mg
Lolium perenne,Seed dry mass,Best estimate,1.808,mg
Lolium perenne,Seed dry mass,Single,1.1063,mg
Lolium perenne,Seed dry mass,Single,1.9569,mg
Lolium perenne,Seed dry mass,Single,1.883937399,mg
Lolium perenne,Seed dry mass,Single,2,mg
Lolium perenne,Seed dry mass,Single,2,mg
Lolium perenne,Seed dry mass,Single,1.48,mg
Lolium perenne,Seed dry mass,Single,1.331756502,mg
Lolium perenne,Seed dry mass,Single,1.79,mg
Lolium perenne,Seed dry mass,Single,2,mg
Lolium perenne,Seed dry mass,Single,2,mg
Lolium perenne,Seed dry mass,Single,2.004,mg
Lolium perenne,Seed dry mass,Single,1,mg
Lolium perenne,Seed dry mass,Single,0.8,mg
Lolium perenne,Seed dry mass,Single,1.8,mg
Lolium perenne,Seed dry mass,Single,2.6,mg
Mimulus cardinalis,Seed dry mass,Single,0.031,mg
Mimulus cardinalis,Seed dry mass,Single,0.113224638,mg
Mimulus cardinalis,Seed dry mass,Single,0.03,mg
Mimulus cardinalis,Seed dry mass,Single,0.03,mg
Mimulus cardinalis,Seed dry mass,Single,0.03,mg
Mimulus cardinalis,Seed dry mass,Single,0.03,mg
Mimulus cardinalis,Seed dry mass,Single,0.03,mg
Mimulus cardinalis,Seed dry mass,Single,0.03,mg
Mimulus cardinalis,Seed dry mass,Mean,0.056666667,mg
Nemophila menziesii,Seed dry mass,Single,3.2,mg
Nemophila menziesii,Seed dry mass,Single,3.4,mg
Nemophila menziesii,Seed dry mass,Single,1.623,mg
Nemophila menziesii,Seed dry mass,Single,1.832,mg
Nemophila menziesii,Seed dry mass,Single,3.2,mg
Nemophila menziesii,Seed dry mass,Single,3.4,mg
Nemophila menziesii,Seed dry mass,Single,2.8,mg
Nemophila menziesii,Seed dry mass,Single,2.8,mg
Nemophila menziesii,Seed dry mass,Single,2.8,mg
Nemophila menziesii,Seed dry mass,Single,2.8,mg
Nemophila menziesii,Seed dry mass,Single,2.8,mg
Nemophila menziesii,Seed dry mass,Single,2.8,mg
Nemophila parviflora,Seed dry mass,Single,4.535,mg
Nemophila parviflora,Seed dry mass,Single,4.535,mg
Nemophila parviflora,Seed dry mass,Single,4.535,mg
Nemophila parviflora,Seed dry mass,Single,4.535,mg
Nemophila parviflora,Seed dry mass,Single,4.535,mg
Nemophila parviflora,Seed dry mass,Single,4.535,mg
Nemophila parviflora,Seed dry mass,Single,4.535,mg
Penstemon centranthifolius,Seed dry mass,Single,2,mg
Penstemon centranthifolius,Seed dry mass,Single,2.001,mg
Penstemon centranthifolius,Seed dry mass,Single,2.7,mg
Penstemon centranthifolius,Seed dry mass,Single,1.8,mg
Penstemon centranthifolius,Seed dry mass,Single,2.1,mg
Penstemon centranthifolius,Seed dry mass,Single,2.1,mg
Penstemon centranthifolius,Seed dry mass,Single,1.8,mg
Penstemon centranthifolius,Seed dry mass,Single,1.8,mg
Penstemon centranthifolius,Seed dry mass,Single,2.1,mg
Penstemon centranthifolius,Seed dry mass,Single,2.1,mg
Penstemon centranthifolius,Seed dry mass,Single,2.1,mg
Penstemon centranthifolius,Seed dry mass,Single,2.1,mg
Penstemon grinnellii ssp. scrophularioides,Seed dry mass,Single,1.17,mg
Penstemon grinnellii ssp. scrophularioides,Seed dry mass,Single,1.34,mg
Penstemon heterophyllus,Seed dry mass,Single,0.5,mg
Penstemon heterophyllus,Seed dry mass,Single,0.4535,mg
Penstemon heterophyllus,Seed dry mass,Single,0.427,mg
Penstemon heterophyllus,Seed dry mass,Single,0.627,mg
Penstemon heterophyllus,Seed dry mass,Single,0.4,mg
Penstemon heterophyllus,Seed dry mass,Single,0.4,mg
Penstemon heterophyllus,Seed dry mass,Single,0.5,mg
Penstemon heterophyllus,Seed dry mass,Single,0.5,mg
Penstemon heterophyllus,Seed dry mass,Single,0.45359237,mg
Penstemon heterophyllus,Seed dry mass,Single,0.45359237,mg
Penstemon heterophyllus,Seed dry mass,Single,0.4,mg
Penstemon heterophyllus,Seed dry mass,Single,0.4,mg
Penstemon heterophyllus,Seed dry mass,Single,0.5,mg
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,28.2,mm2 mg-1
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,28.2,mm2 mg-1
Bromus hordeaceus,Leaf nitrogen (N) content per leaf dry mass,Single,26.7,mg/g
Bromus hordeaceus,"Leaf area (in case of compound leaves: leaflet, undefined if petiole is in- or excluded)",Single,59,mm2
Stellaria media,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,32.46753247,mm2 mg-1
Stellaria media,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,32.46753247,mm2 mg-1
Stellaria media,Leaf nitrogen (N) content per leaf dry mass,Single,39.5,mg/g
Stellaria media,"Leaf area (in case of compound leaves: leaflet, undefined if petiole is in- or excluded)",Single,140,mm2
Penstemon heterophyllus,Seed dry mass,Single,0.5,mg
Penstemon heterophyllus,Seed dry mass,Single,0.5,mg
Penstemon heterophyllus,Seed dry mass,Single,0.5,mg
Penstemon incertus,Seed dry mass,Single,2.14,mg
Penstemon incertus,Seed dry mass,Single,2.14,mg
Penstemon incertus,Seed dry mass,Single,2.14,mg
Penstemon incertus,Seed dry mass,Single,2.14,mg
Penstemon incertus,Seed dry mass,Single,2.14,mg
Penstemon incertus,Seed dry mass,Single,2.14,mg
Penstemon laetus,Seed dry mass,Single,1.828,mg
Penstemon laetus,Seed dry mass,Single,1.132246377,mg
Penstemon laetus,Seed dry mass,Single,1.828,mg
Penstemon laetus,Seed dry mass,Single,1.828,mg
Penstemon laetus,Seed dry mass,Single,1.828,mg
Penstemon laetus,Seed dry mass,Single,1.828,mg
Penstemon laetus,Seed dry mass,Single,1.828,mg
Penstemon laetus,Seed dry mass,Single,1.828,mg
Penstemon rostriflorus,Seed dry mass,Single,0.281,mg
Penstemon rostriflorus,Seed dry mass,Single,0.59,mg
Penstemon rostriflorus,Seed dry mass,Single,0.59,mg
Penstemon rostriflorus,Seed dry mass,Single,0.59,mg
Penstemon rostriflorus,Seed dry mass,Single,0.59,mg
Penstemon rostriflorus,Seed dry mass,Single,0.59,mg
Penstemon rostriflorus,Seed dry mass,Single,0.59,mg
Penstemon speciosus,Seed dry mass,Single,1.134,mg
Penstemon speciosus,Seed dry mass,Single,1.794,mg
Penstemon speciosus,Seed dry mass,Single,1.132246377,mg
Penstemon speciosus,Seed dry mass,Single,1.85,mg
Penstemon speciosus,Seed dry mass,Single,1.85,mg
Penstemon speciosus,Seed dry mass,Single,1.85,mg
Penstemon speciosus,Seed dry mass,Single,1.85,mg
Penstemon speciosus,Seed dry mass,Single,1.85,mg
Penstemon speciosus,Seed dry mass,Single,1.85,mg
Phacelia cicutaria,Seed dry mass,Single,2.15,mg
Phacelia cicutaria,Seed dry mass,Single,2.395,mg
Phacelia cicutaria,Seed dry mass,Single,0.76,mg
Phacelia cicutaria,Seed dry mass,Single,1.77,mg
Phacelia cicutaria,Seed dry mass,Single,1.77,mg
Phacelia cicutaria,Seed dry mass,Single,0.76,mg
Phacelia cicutaria,Seed dry mass,Single,0.76,mg
Phacelia cicutaria,Seed dry mass,Single,1.77,mg
Phacelia cicutaria,Seed dry mass,Single,1.77,mg
Phacelia cicutaria,Seed dry mass,Single,1.77,mg
Phacelia cicutaria,Seed dry mass,Single,1.77,mg
Phacelia ciliata,Seed dry mass,Single,1.459,mg
Phacelia ciliata,Seed dry mass,Single,1.459,mg
Phacelia ciliata,Seed dry mass,Single,1.459,mg
Phacelia ciliata,Seed dry mass,Single,1.459,mg
Bromus hordeaceus,Leaf nitrogen (N) content per leaf dry mass,Single,53,mg/g
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,30.28571429,mm2 mg-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,51,mg/g
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,31.67701863,mm2 mg-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,25,mg/g
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,12.5,mm2 mg-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,35,mg/g
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,14,mm2 mg-1
Bromus hordeaceus,Leaf nitrogen (N) content per leaf dry mass,Single,25,mg/g
Bromus hordeaceus,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,26.51,mm2 mg-1
Stellaria media,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",Mean,217.5463542,mm2 mg-1
Stellaria media,"Leaf area (in case of compound leaves: leaf, petiole included)",Single,311.1335714,mm2
Festuca arundinacea,Leaf nitrogen (N) content per leaf dry mass,Single,21.13,mg/g
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,18.24,mg/g
Stellaria media,Leaf nitrogen (N) content per leaf dry mass,Single,34.05,mg/g
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.234592445,g g-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,31.10169492,mm2 mg-1
Lolium perenne,Leaf nitrogen (N) content per leaf dry mass,Single,13.95029907,mg/g
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.209026128,g g-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,35.22727273,mm2 mg-1
Lolium perenne,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",Single,0.190721649,g g-1
Lolium perenne,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",Single,32.97297297,mm2 mg-1
